sentiment,text,clean_text
positive,"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days .",the circuit s overall production rate on a weekly basis is now in excess of an average of  tonnes per day  with volumes in excess of  tonnes per day being reached on individual days
positive,"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",the company s consolidated operating profit amounted to eur  mn  up from eur  mn yearonyear
positive,The Department Store Division reported an increase in sales of 4 per cent .,the department store division reported an increase in sales of  per cent
positive,The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,the fair value of the company s investment properties grew to eur  billion at the end of march  from eur  million a year ago
positive,"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",the last quarter was the best quarter of  in net sales  and the operating margin rose to
positive,"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",the major breweries increased their domestic beer sales by  per cent last year  to  million litres from  million litres in
positive,"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",the transaction doubles tecnomens workforse  and adds a fourth to their net sales
positive,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,operating profit rose by   to eur     million
positive,"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",after this purchase  cramo will become the second largest rental services provider in the latvian market
positive,"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .",the priority for  was to strengthen the company s balance sheet and increase cash flow   ceo hannu krook said
positive,`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',the purchase of the operations is part of yit s strategy to expand its offering of building system services geographically
positive,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,october   finnish fishing tackle company rapala vmc corp  hel  rapv  said today its net profit rose to eur  m for the first nine months of  from eur  m for the same period a year earlier
neutral,"A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi .",a structures bim  building information modeling  software from tekla  a modelbased software provider  has been adopted for the construction management and delivery of a university project in abu dhabi
positive,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",according to finnish metso minerals  the value of the company s orders has gone up to eur  bn in  months
positive,Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,finnish aldata solution has signed a contract of supply its gold system to two french retail chains
positive,Finnish Bank of +_land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,finnish bank of land reports its operating profit rose to eur  mn in the second quarter of  from eur  mn in the corresponding period in
positive,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,finnish financial group aktia s operating profit for  increased to eur  mn from eur  mn in
positive,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,finnish forest machinery manufacturer ponsse s net sales grew to eur  mn in the first quarter of  from eur  mn in the corresponding period in
positive,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,finnish kci konecranes has raised its net sales growth estimate for  from over   to over
positive,Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,finnish okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and norwegian solar wafer company norsun have signed a contract under which okmetic will supply norsun mono silicon crystals for use in solar cell manufacturing
positive,Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,finnish pharmaceuticals company orion s net sales rose to eur mn in the first quarter of  from eur mn in the first quarter of
positive,"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",finnish ponsse has signed an agreement with babcock africa for the distribution and support of ponsse forest machines  harvester heads  and information systems in south africa
positive,South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,south african sappi will become the largest foreign forest industry company operating in finland as a result of the acquisition finnish mreal corporation s graphic papers business unit
